"Cartasynarracion_Desde-mi-celda" "Narracion-breve_El-beso" "Narracion-breve_El-Cristo-de-la-calavera" "Narracion-breve_El-maestro-Herold" "Narracion-breve_El-Miserere" "Narracion-breve_El-monte-de-las-animas" "Narracion-breve_El-rayo-de-luna" "Narracion-breve_Es-raro" "Narracion-breve_La-cruz-del-diablo" "Narracion-breve_La-cueva-de-la-mora" "Narracion-breve_La-promesa" "Narracion-breve_La-rosa-de-pasion" "Narracion-breve_La-venta-de-los-gatos" "Narracion-breve_Los-ojos-verdes" "Narracion-breve_Maese-Perez" "Narracion-breve_Mujer-de-piedra" "Narracion-breve_Tres_fechas" "Poema-en-prosa_fragmentos" "Poema-en-prosa_Las-hojas-secas" "Poesia_Rimas1" "Poesia_Rimas2" "Prosa-poetica_Creed-en-Dios" "Prosa-poetica_El-caudillo-de-las-manos-rojas" "Prosa-poetica_La-Creacion"
"cabo" 0.0251593425025159 0 0.0257532835436518 0 0.0300571085061617 0.0733137829912024 0.0282007896221094 0.0595238095238095 0.0649350649350649 0 0 0 0.0727272727272727 0 0 0 0.0154320987654321 0.0663129973474801 0 0.0251130085384229 0 0.0275330396475771 0.0288600288600289 0.0886917960088692
"hija" 0.0111819300011182 0 0 0 0 0 0.0564015792442188 0.0595238095238095 0 0.148367952522255 0 0.261096605744125 0.0242424242424242 0 0.173110213502597 0 0.0154320987654321 0.0663129973474801 0 0.0251130085384229 0 0 0 0
"iba" 0.0419322375041932 0.0422832980972516 0.0257532835436518 0 0 0 0.0282007896221094 0 0.0162337662337662 0.0989119683481701 0 0.0326370757180157 0 0.0747663551401869 0 0.0916590284142988 0.0154320987654321 0.0663129973474801 0 0 0 0.0550660792951542 0 0
"mitad" 0.0391367550039137 0 0 0 0.0601142170123234 0 0.0282007896221094 0.0297619047619048 0.0649350649350649 0 0.0878220140515222 0 0.0727272727272727 0 0 0 0.0154320987654321 0 0 0 0 0 0.0288600288600289 0
"muro" 0.0195683775019568 0.0845665961945032 0.0257532835436518 0 0.0300571085061617 0 0.0282007896221094 0 0.0162337662337662 0.0494559841740851 0.0292740046838408 0 0.0242424242424242 0 0.0192344681669552 0.122212037885732 0.0462962962962963 0.0663129973474801 0 0.0251130085384229 0.0973078170613039 0 0.00962000962000962 0
"río" 0.00838644750083864 0 0 0 0 0.0366568914956012 0.141003948110547 0 0.0162337662337662 0.395647873392681 0.0292740046838408 0.0326370757180157 0.0727272727272727 0 0 0 0.0154320987654321 0 0.154679040989946 0.0502260170768458 0.0324359390204346 0.0275330396475771 0.0192400192400192 0
"formas" 0.0055909650005591 0 0 0.121285627653123 0.0300571085061617 0 0.0846023688663283 0.0297619047619048 0.0324675324675325 0 0.0292740046838408 0 0 0 0 0.152765047357165 0.0617283950617284 0 0 0.0251130085384229 0.0324359390204346 0.0275330396475771 0.0577200577200577 0.0443458980044346
"fuerza" 0.0139774125013977 0.0634249471458774 0.0515065670873036 0 0.0901713255184851 0 0 0 0.0487012987012987 0.0494559841740851 0.0878220140515222 0.0652741514360313 0 0 0.0192344681669552 0.0611060189428659 0.0308641975308642 0.13262599469496 0 0 0 0.0275330396475771 0.00962000962000962 0
"guerra" 0.0111819300011182 0.0634249471458774 0.180272984805563 0 0 0.0366568914956012 0.112803158488438 0 0.0324675324675325 0.0989119683481701 0.0878220140515222 0 0 0 0 0 0.0154320987654321 0 0 0 0 0 0.0384800384800385 0
"hacía" 0.0195683775019568 0.0845665961945032 0 0 0.0300571085061617 0.0733137829912024 0.0564015792442188 0.0297619047619048 0.0162337662337662 0.0989119683481701 0 0.0326370757180157 0.096969696969697 0 0.0192344681669552 0.0305530094714329 0.0462962962962963 0 0 0.0251130085384229 0 0 0 0
"inmóvil" 0.0223638600022364 0.0845665961945032 0.0257532835436518 0 0 0.0733137829912024 0.0846023688663283 0 0 0 0.0585480093676815 0 0.0242424242424242 0.0373831775700935 0 0.0611060189428659 0.0308641975308642 0 0 0.0251130085384229 0 0.0275330396475771 0.0192400192400192 0.0443458980044346
"media" 0.0363412725036341 0.0634249471458774 0.0257532835436518 0 0.0300571085061617 0.0733137829912024 0.0564015792442188 0 0.0324675324675325 0 0 0 0.0484848484848485 0 0.0577034045008656 0.0305530094714329 0.0154320987654321 0 0 0 0 0 0 0
"multitud" 0.0223638600022364 0 0.0515065670873036 0 0 0 0 0 0.0649350649350649 0 0.117096018735363 0.0326370757180157 0.0242424242424242 0 0.115406809001731 0.0611060189428659 0.0308641975308642 0 0 0 0 0 0.00962000962000962 0
"padre" 0.00279548250027955 0 0 0 0 0.0366568914956012 0 0 0.0487012987012987 0 0 0.163185378590078 0.0727272727272727 0.0373831775700935 0.134641277168686 0 0.0308641975308642 0 0 0 0 0.0275330396475771 0.0673400673400673 0
"prosiguió" 0.0167728950016773 0.0634249471458774 0 0 0.120228434024647 0.0366568914956012 0 0.119047619047619 0.0649350649350649 0 0.0585480093676815 0.0326370757180157 0 0.149532710280374 0.0192344681669552 0 0 0 0 0 0 0.0275330396475771 0 0
"pudo" 0.00838644750083864 0.105708245243129 0.0257532835436518 0.0606428138265616 0 0.0733137829912024 0.0282007896221094 0.0892857142857143 0.0324675324675325 0.0494559841740851 0.0292740046838408 0.0652741514360313 0.0242424242424242 0 0 0 0.0154320987654321 0 0 0.0753390256152687 0 0.0825991189427313 0 0.0443458980044346
"recuerdo" 0.030750307503075 0 0 0.0606428138265616 0 0.0733137829912024 0 0.0297619047619048 0 0 0.0292740046838408 0 0.096969696969697 0 0 0.122212037885732 0.0462962962962963 0 0.0773395204949729 0.0251130085384229 0.0324359390204346 0 0.00962000962000962 0
"rostro" 0.00838644750083864 0.0211416490486258 0.0515065670873036 0 0 0 0 0 0.0649350649350649 0 0.0292740046838408 0.0326370757180157 0.0242424242424242 0 0.0192344681669552 0.0611060189428659 0.0462962962962963 0 0 0.0251130085384229 0.0324359390204346 0.0550660792951542 0.076960076960077 0
"vio" 0.0111819300011182 0.0211416490486258 0 0 0.0601142170123234 0.0366568914956012 0 0.119047619047619 0.0162337662337662 0.0494559841740851 0 0.097911227154047 0.0484848484848485 0 0 0 0.0154320987654321 0.0663129973474801 0 0 0 0.247797356828194 0 0.0443458980044346
"altas" 0.0251593425025159 0.0422832980972516 0.0257532835436518 0 0 0 0.0564015792442188 0 0.0811688311688312 0 0 0 0.0242424242424242 0 0 0.0611060189428659 0.0925925925925926 0 0 0 0 0 0.0192400192400192 0
"comenzaba" 0.0167728950016773 0.0422832980972516 0.0772598506309554 0 0.0601142170123234 0 0 0.0297619047619048 0.0487012987012987 0 0.0292740046838408 0 0.0727272727272727 0.0373831775700935 0.0769378726678207 0 0.0154320987654321 0 0 0 0 0.0550660792951542 0 0.0443458980044346
"contra" 0.0167728950016773 0 0 0 0 0 0.0564015792442188 0 0.0487012987012987 0 0.0292740046838408 0 0.0242424242424242 0 0.0769378726678207 0.0305530094714329 0.0308641975308642 0 0.0773395204949729 0.0502260170768458 0 0.0275330396475771 0.0577200577200577 0
"creo" 0.0223638600022364 0.0845665961945032 0 0 0 0 0.0282007896221094 0.0595238095238095 0 0 0 0 0.0242424242424242 0.0373831775700935 0 0.122212037885732 0 0 0 0.150678051230537 0 0.0825991189427313 0 0
"cuatro" 0.0363412725036341 0.0422832980972516 0.0257532835436518 0 0 0 0 0 0.0649350649350649 0 0.0585480093676815 0 0 0 0.0192344681669552 0 0.0462962962962963 0 0 0.0251130085384229 0 0 0 0.133037694013304
"ellas" 0.0251593425025159 0 0.0515065670873036 0 0.0601142170123234 0.0733137829912024 0.0282007896221094 0 0.0487012987012987 0 0.0292740046838408 0 0 0.0747663551401869 0.0384689363339104 0.0611060189428659 0.0154320987654321 0 0 0.0251130085384229 0 0 0 0.0886917960088692
"época" 0.0279548250027955 0.0211416490486258 0.0515065670873036 0 0 0 0.0282007896221094 0 0.0162337662337662 0.0494559841740851 0.0292740046838408 0.0652741514360313 0.0242424242424242 0 0 0.152765047357165 0.0154320987654321 0.0663129973474801 0 0 0 0 0.0288600288600289 0
"fuera" 0.0167728950016773 0.0422832980972516 0 0 0.0601142170123234 0.0366568914956012 0.0282007896221094 0.0297619047619048 0 0 0.0585480093676815 0 0.0484848484848485 0 0.0192344681669552 0 0.0308641975308642 0 0 0 0.0973078170613039 0.0825991189427313 0.0384800384800385 0
"grande" 0.0531141675053114 0 0.0257532835436518 0.0606428138265616 0.0300571085061617 0 0 0.0297619047619048 0 0 0 0 0.0242424242424242 0.0373831775700935 0 0.0305530094714329 0.0154320987654321 0 0 0 0 0 0.0192400192400192 0.0443458980044346
"has" 0.0223638600022364 0 0 0.181928441479685 0 0.0733137829912024 0 0.0297619047619048 0 0 0.117096018735363 0.0326370757180157 0 0.11214953271028 0 0 0 0 0.0773395204949729 0.0251130085384229 0.0648718780408693 0 0.0384800384800385 0
"mas" 0.00838644750083864 0.0634249471458774 0.0515065670873036 0.0606428138265616 0.0300571085061617 0 0 0 0.0324675324675325 0 0.0585480093676815 0 0 0 0.0384689363339104 0.0305530094714329 0 0 0 0.0502260170768458 0.162179695102173 0 0.0577200577200577 0
"país" 0.0419322375041932 0.0211416490486258 0 0.0606428138265616 0.0300571085061617 0.0733137829912024 0 0.0297619047619048 0.0487012987012987 0 0.0585480093676815 0 0 0 0 0 0 0 0 0 0 0 0.0384800384800385 0
"pasado" 0.0363412725036341 0.0211416490486258 0 0.0606428138265616 0.0300571085061617 0.0366568914956012 0.0564015792442188 0 0.0487012987012987 0 0 0.0326370757180157 0.0242424242424242 0 0 0.0305530094714329 0 0 0 0.0502260170768458 0.0324359390204346 0 0.0192400192400192 0
"ruinas" 0.0223638600022364 0 0 0.0606428138265616 0.0901713255184851 0 0.0564015792442188 0 0.0487012987012987 0.148367952522255 0 0.0326370757180157 0 0 0 0.0305530094714329 0.0462962962962963 0 0 0.0251130085384229 0 0.0275330396475771 0.0288600288600289 0
"salir" 0.0223638600022364 0 0.0257532835436518 0 0.0601142170123234 0.0733137829912024 0.0282007896221094 0.0892857142857143 0.0324675324675325 0.148367952522255 0.0585480093676815 0 0.0242424242424242 0 0.0192344681669552 0 0 0 0 0 0 0.0275330396475771 0.00962000962000962 0.0886917960088692
"sola" 0.0139774125013977 0 0.0772598506309554 0.0606428138265616 0 0.0733137829912024 0.0282007896221094 0.0297619047619048 0.0487012987012987 0 0 0.0326370757180157 0.0242424242424242 0.0747663551401869 0.0192344681669552 0 0.0771604938271605 0 0 0.0251130085384229 0 0.0275330396475771 0.0192400192400192 0
"tienen" 0.0447277200044728 0 0 0 0 0 0 0 0 0.0494559841740851 0 0 0 0 0.0192344681669552 0.0611060189428659 0.0462962962962963 0.13262599469496 0 0.0502260170768458 0.0324359390204346 0 0.0192400192400192 0
"vieja" 0.0615006150061501 0 0 0 0 0 0.0282007896221094 0 0.0162337662337662 0 0 0 0 0 0.0192344681669552 0 0.0308641975308642 0 0 0 0.0648718780408693 0.0275330396475771 0 0
"vino" 0.0195683775019568 0.126849894291755 0.0515065670873036 0 0.0300571085061617 0 0 0.0297619047619048 0.0324675324675325 0 0.0878220140515222 0 0 0 0.0192344681669552 0 0.0154320987654321 0 0.0773395204949729 0 0.0324359390204346 0.0275330396475771 0.0192400192400192 0.0443458980044346
"bastante" 0.0391367550039137 0.0422832980972516 0.0257532835436518 0.0606428138265616 0.0300571085061617 0.0366568914956012 0.0282007896221094 0.0297619047619048 0.0162337662337662 0 0 0.0326370757180157 0.0242424242424242 0 0.0192344681669552 0 0.0308641975308642 0 0 0 0 0 0.00962000962000962 0
"calle" 0.0195683775019568 0 0.0515065670873036 0 0 0 0 0.0297619047619048 0 0 0 0.0652741514360313 0 0 0.134641277168686 0 0.154320987654321 0 0 0 0 0 0 0
"caudillo" 0 0 0 0 0 0 0 0 0 0.0494559841740851 0 0 0 0 0 0 0 0.464190981432361 0 0 0 0 0.202020202020202 0
"cerca" 0.0335457900033546 0.0422832980972516 0.0515065670873036 0 0 0.0366568914956012 0 0 0.0162337662337662 0 0.0585480093676815 0.0652741514360313 0.0242424242424242 0 0.0192344681669552 0.0305530094714329 0.0308641975308642 0 0.0773395204949729 0 0 0.0275330396475771 0 0
"encontrar" 0.0167728950016773 0 0.0257532835436518 0.0606428138265616 0 0 0.112803158488438 0 0.0162337662337662 0.0494559841740851 0 0 0 0.0373831775700935 0 0.152765047357165 0.0462962962962963 0.0663129973474801 0 0 0 0.0275330396475771 0.0384800384800385 0
"espacio" 0.0195683775019568 0 0 0.0606428138265616 0 0 0.0282007896221094 0.0297619047619048 0.0162337662337662 0 0.0585480093676815 0 0.0242424242424242 0 0 0.0305530094714329 0.0154320987654321 0.13262599469496 0.0773395204949729 0.0251130085384229 0 0.0550660792951542 0.0481000481000481 0.0886917960088692
"gloria" 0.0251593425025159 0 0 0.121285627653123 0.0300571085061617 0 0.112803158488438 0 0 0 0.0292740046838408 0.0326370757180157 0 0 0.0192344681669552 0 0 0.0663129973474801 0 0.0251130085384229 0.0973078170613039 0.0275330396475771 0.0288600288600289 0.0443458980044346
"horrible" 0.0251593425025159 0.0211416490486258 0.0257532835436518 0.0606428138265616 0.0300571085061617 0.0366568914956012 0.0282007896221094 0.0595238095238095 0.0162337662337662 0.0494559841740851 0 0.0652741514360313 0 0.0373831775700935 0 0.0305530094714329 0 0 0.0773395204949729 0.0502260170768458 0.0648718780408693 0.0275330396475771 0 0
"ocasión" 0.0391367550039137 0 0.0515065670873036 0 0.0300571085061617 0.0733137829912024 0 0 0.0487012987012987 0 0 0 0 0.0373831775700935 0 0.0305530094714329 0.0308641975308642 0 0 0 0 0.0275330396475771 0.0192400192400192 0
"ondas" 0.0055909650005591 0 0 0 0 0 0.0282007896221094 0 0 0 0 0 0 0.149532710280374 0.0384689363339104 0 0 0.0663129973474801 0.0773395204949729 0.125565042692115 0.0324359390204346 0.0275330396475771 0.105820105820106 0
"ora" 0.0335457900033546 0 0.0515065670873036 0 0.0601142170123234 0 0.0846023688663283 0 0.0324675324675325 0.0989119683481701 0.0585480093676815 0 0 0 0 0.0611060189428659 0 0 0 0 0 0.0550660792951542 0 0
"parecían" 0.0335457900033546 0.0211416490486258 0.0515065670873036 0 0.0300571085061617 0.0366568914956012 0.0282007896221094 0 0.0162337662337662 0 0.0292740046838408 0.0326370757180157 0 0 0.0384689363339104 0.0305530094714329 0.0462962962962963 0 0 0 0.0324359390204346 0 0.00962000962000962 0
"profunda" 0.0391367550039137 0 0.0515065670873036 0 0 0 0 0 0.0324675324675325 0.0494559841740851 0.0292740046838408 0 0 0.0747663551401869 0 0.0611060189428659 0.0308641975308642 0 0 0 0 0 0.0192400192400192 0.0443458980044346
"pronto" 0.0251593425025159 0 0 0.0606428138265616 0 0.146627565982405 0 0.119047619047619 0.0162337662337662 0 0 0 0 0 0.0769378726678207 0.0305530094714329 0.0462962962962963 0 0 0 0 0 0.0192400192400192 0
"ve" 0.0223638600022364 0 0.0257532835436518 0 0 0.0366568914956012 0 0.0595238095238095 0 0.0494559841740851 0.117096018735363 0 0 0.0373831775700935 0 0.0305530094714329 0.0462962962962963 0 0 0.0251130085384229 0 0.0275330396475771 0.0384800384800385 0.0443458980044346
"voy" 0.0167728950016773 0.0634249471458774 0 0 0.120228434024647 0 0 0 0.0162337662337662 0.0494559841740851 0.0585480093676815 0 0.0242424242424242 0.0373831775700935 0 0.0305530094714329 0.0154320987654321 0.0663129973474801 0 0.0753390256152687 0.0324359390204346 0.0550660792951542 0.00962000962000962 0
"azules" 0.0167728950016773 0 0 0.0606428138265616 0 0.0366568914956012 0.169204737732657 0.0297619047619048 0.0487012987012987 0 0 0 0 0 0 0 0.0308641975308642 0.0663129973474801 0.232018561484919 0.0251130085384229 0 0.0550660792951542 0 0.0443458980044346
"caer" 0.030750307503075 0 0.0772598506309554 0 0 0.0366568914956012 0 0.0297619047619048 0 0.0989119683481701 0.0292740046838408 0 0 0.0373831775700935 0 0.0305530094714329 0.0308641975308642 0 0 0.0251130085384229 0.0324359390204346 0.0550660792951542 0.00962000962000962 0
"cayó" 0.0139774125013977 0.0211416490486258 0.0257532835436518 0.0606428138265616 0.0300571085061617 0 0 0.0595238095238095 0.0162337662337662 0.148367952522255 0.0585480093676815 0 0.096969696969697 0 0.0192344681669552 0 0.0154320987654321 0 0 0.0251130085384229 0 0.0825991189427313 0.00962000962000962 0
"hubiera" 0.0167728950016773 0.0634249471458774 0 0 0.0300571085061617 0 0.112803158488438 0 0.0487012987012987 0 0.0292740046838408 0 0.0484848484848485 0.0747663551401869 0.0192344681669552 0 0.0462962962962963 0 0 0 0 0 0.0192400192400192 0
"manera" 0.0419322375041932 0 0 0 0 0 0 0 0.0162337662337662 0 0.0292740046838408 0.0326370757180157 0.0242424242424242 0 0.0192344681669552 0.0916590284142988 0 0 0 0 0 0.0275330396475771 0.0192400192400192 0.0886917960088692
"mar" 0.0139774125013977 0.0211416490486258 0.0257532835436518 0 0 0 0 0 0 0 0 0 0 0 0.0384689363339104 0 0.0154320987654321 0.0663129973474801 0 0.251130085384229 0.0324359390204346 0.0550660792951542 0.0384800384800385 0
"primer" 0.0251593425025159 0.0211416490486258 0.0257532835436518 0.121285627653123 0.0901713255184851 0 0 0 0.0487012987012987 0 0 0 0 0 0.0577034045008656 0.0305530094714329 0.0154320987654321 0 0 0 0 0.0275330396475771 0.0288600288600289 0
"príncipe" 0.00279548250027955 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25974025974026 0
"resplandor" 0.0195683775019568 0.0211416490486258 0.0257532835436518 0 0 0.0366568914956012 0 0 0.0162337662337662 0 0 0.0326370757180157 0 0 0.0192344681669552 0.0305530094714329 0.0617283950617284 0 0 0.0251130085384229 0.0648718780408693 0.0550660792951542 0.0481000481000481 0
"según" 0.0335457900033546 0.0634249471458774 0.0257532835436518 0 0 0 0 0 0.0487012987012987 0.0494559841740851 0.0292740046838408 0.0326370757180157 0 0 0.0192344681669552 0 0.0308641975308642 0 0 0 0 0.0275330396475771 0.0192400192400192 0
"volvió" 0.00279548250027955 0 0.128766417718259 0 0.0300571085061617 0.0366568914956012 0 0.0595238095238095 0.0649350649350649 0.247279920870425 0.0878220140515222 0 0.0242424242424242 0.0373831775700935 0.0192344681669552 0 0.0308641975308642 0 0 0 0 0 0 0.0443458980044346
"alegría" 0.0055909650005591 0 0 0.0606428138265616 0 0 0.0282007896221094 0 0.0162337662337662 0 0 0 0.193939393939394 0.0373831775700935 0 0.0305530094714329 0.0154320987654321 0.0663129973474801 0 0.0251130085384229 0.0648718780408693 0.0825991189427313 0.0192400192400192 0.0886917960088692
"alonso" 0.00279548250027955 0 0.231779551892866 0 0 0.476539589442815 0.0846023688663283 0 0 0 0 0 0 0 0 0 0 0.0663129973474801 0 0 0 0 0 0
"asombro" 0.0251593425025159 0.0211416490486258 0.103013134174607 0 0 0 0.0282007896221094 0.0595238095238095 0.0324675324675325 0 0 0 0.0242424242424242 0.0747663551401869 0 0 0 0 0 0 0 0.0275330396475771 0.00962000962000962 0.133037694013304
"borde" 0.0335457900033546 0 0 0.0606428138265616 0.0601142170123234 0 0.0282007896221094 0 0 0 0.0292740046838408 0 0 0.149532710280374 0 0.0305530094714329 0 0 0.0773395204949729 0.0251130085384229 0 0.0550660792951542 0 0.0443458980044346
"costumbres" 0.055909650005591 0 0 0 0 0.0733137829912024 0 0 0.0162337662337662 0 0.0292740046838408 0 0 0 0 0.0305530094714329 0.0308641975308642 0 0 0 0 0 0 0
"diablo" 0.0111819300011182 0 0 0 0.0601142170123234 0 0 0 0.243506493506494 0 0 0.0326370757180157 0.0242424242424242 0.0747663551401869 0 0.0305530094714329 0 0 0 0 0 0.0275330396475771 0 0
"lágrimas" 0.0055909650005591 0 0 0 0.0300571085061617 0 0 0.0297619047619048 0.0487012987012987 0 0.0878220140515222 0 0 0.0373831775700935 0.0384689363339104 0 0.0154320987654321 0 0.0773395204949729 0.100452034153692 0.0973078170613039 0.0825991189427313 0.0192400192400192 0
"noches" 0.0167728950016773 0.0211416490486258 0 0 0.0300571085061617 0 0.0846023688663283 0.0297619047619048 0.0324675324675325 0.148367952522255 0 0 0 0 0.0384689363339104 0 0.0308641975308642 0 0.0773395204949729 0 0.0648718780408693 0.0275330396475771 0.00962000962000962 0.0443458980044346
"obstante" 0.0167728950016773 0 0.0772598506309554 0.0606428138265616 0 0.0366568914956012 0 0.0595238095238095 0.0162337662337662 0 0.0585480093676815 0.0326370757180157 0 0 0.0384689363339104 0.122212037885732 0.0154320987654321 0.0663129973474801 0 0.0502260170768458 0 0 0 0
"oh" 0.00279548250027955 0.105708245243129 0 0 0 0.0366568914956012 0 0 0 0 0 0 0 0.0747663551401869 0 0 0.0308641975308642 0.0663129973474801 0.386697602474865 0.100452034153692 0.0324359390204346 0 0.0481000481000481 0
"oscuridad" 0.0167728950016773 0.0211416490486258 0.0772598506309554 0.0606428138265616 0.0300571085061617 0.0733137829912024 0.0282007896221094 0 0 0 0 0.0326370757180157 0 0.0373831775700935 0 0.0916590284142988 0.0308641975308642 0 0 0 0 0 0.0481000481000481 0
"será" 0.0139774125013977 0.0422832980972516 0.0772598506309554 0 0 0.0366568914956012 0.0564015792442188 0.0297619047619048 0.0324675324675325 0 0 0.0326370757180157 0.0484848484848485 0 0.0192344681669552 0 0 0 0 0 0.0648718780408693 0 0.0481000481000481 0
"suave" 0.0195683775019568 0.0634249471458774 0 0.121285627653123 0 0.0366568914956012 0.0564015792442188 0 0 0 0.0292740046838408 0.0326370757180157 0 0 0.0192344681669552 0.0611060189428659 0 0 0 0.0502260170768458 0.0324359390204346 0.0275330396475771 0.0288600288600289 0
"toledo" 0.00279548250027955 0.105708245243129 0.154519701261911 0 0 0 0 0 0 0 0 0.195822454308094 0 0 0 0 0.138888888888889 0 0 0 0 0 0 0
"torre" 0.0251593425025159 0.0211416490486258 0.0257532835436518 0 0.0601142170123234 0 0 0 0.0162337662337662 0.0494559841740851 0.0292740046838408 0.0326370757180157 0.0242424242424242 0 0.0192344681669552 0.0305530094714329 0.0462962962962963 0.0663129973474801 0 0.0251130085384229 0.0324359390204346 0.0275330396475771 0 0
"valle" 0.0419322375041932 0 0 0 0.0300571085061617 0 0 0 0 0.148367952522255 0 0.0326370757180157 0 0 0 0 0 0 0 0 0.0324359390204346 0.137665198237885 0.00962000962000962 0
"vano" 0.0055909650005591 0 0 0 0 0.0366568914956012 0.0282007896221094 0 0.0811688311688312 0.0494559841740851 0.0585480093676815 0.0652741514360313 0 0.0373831775700935 0.0192344681669552 0 0.0308641975308642 0 0 0.0502260170768458 0.0324359390204346 0.0275330396475771 0.0384800384800385 0.0443458980044346
"vi" 0.0139774125013977 0.0211416490486258 0 0 0 0 0.0564015792442188 0 0 0.0989119683481701 0.0292740046838408 0 0.0727272727272727 0 0.0577034045008656 0 0.0462962962962963 0 0.0773395204949729 0.0251130085384229 0.162179695102173 0 0 0
"brazos" 0.0111819300011182 0.0211416490486258 0.0515065670873036 0 0 0 0 0 0.0487012987012987 0.0989119683481701 0.0585480093676815 0.0326370757180157 0 0.0373831775700935 0.0192344681669552 0 0.0308641975308642 0.0663129973474801 0 0 0.0648718780408693 0.0275330396475771 0.0192400192400192 0.0443458980044346
"comenzaron" 0.0195683775019568 0.0422832980972516 0.0257532835436518 0.181928441479685 0 0 0 0 0.0974025974025974 0.0989119683481701 0 0 0 0 0.0192344681669552 0 0.0308641975308642 0 0 0 0 0.0275330396475771 0 0.0443458980044346
"cubierto" 0.0167728950016773 0.0634249471458774 0 0 0 0 0.0564015792442188 0 0.0974025974025974 0 0 0.0326370757180157 0.0242424242424242 0 0 0.0611060189428659 0.0154320987654321 0 0 0 0 0.0275330396475771 0.0288600288600289 0
"decía" 0.0111819300011182 0.0211416490486258 0 0.0606428138265616 0 0 0.0564015792442188 0.0892857142857143 0.0162337662337662 0 0.0878220140515222 0.0326370757180157 0.0727272727272727 0 0.0769378726678207 0 0 0 0.0773395204949729 0 0 0.0550660792951542 0 0
"dio" 0.0223638600022364 0.0211416490486258 0.0257532835436518 0.0606428138265616 0.0300571085061617 0.0366568914956012 0 0 0 0 0.0585480093676815 0 0.0727272727272727 0.0747663551401869 0 0 0.0154320987654321 0 0 0.0251130085384229 0.0324359390204346 0.0550660792951542 0.00962000962000962 0
"granito" 0.0223638600022364 0.0422832980972516 0 0 0.0300571085061617 0 0.0282007896221094 0 0.0162337662337662 0 0 0 0 0 0 0.152765047357165 0.0308641975308642 0 0 0 0.0973078170613039 0.0550660792951542 0.00962000962000962 0
"libro" 0.0195683775019568 0 0 0.181928441479685 0.0601142170123234 0.0366568914956012 0 0.0297619047619048 0 0 0 0 0 0 0.0192344681669552 0.0305530094714329 0.0462962962962963 0 0 0.0753390256152687 0.0973078170613039 0.0275330396475771 0 0
"nieve" 0.0223638600022364 0.0634249471458774 0 0 0 0.0366568914956012 0 0 0 0 0.0292740046838408 0 0.0484848484848485 0.0373831775700935 0 0 0.0308641975308642 0 0 0.100452034153692 0.0324359390204346 0.0275330396475771 0 0.0886917960088692
"nube" 0.00838644750083864 0 0.0515065670873036 0.0606428138265616 0.0300571085061617 0 0.0282007896221094 0.0595238095238095 0 0 0.0585480093676815 0 0.0242424242424242 0 0.0192344681669552 0 0.0154320987654321 0.13262599469496 0.0773395204949729 0.125565042692115 0.0324359390204346 0 0.0192400192400192 0
"pude" 0.0335457900033546 0 0 0 0.0601142170123234 0 0 0 0.0162337662337662 0 0 0 0.0242424242424242 0 0.0384689363339104 0.0305530094714329 0.0925925925925926 0 0 0.0251130085384229 0 0 0 0
"rato" 0.0195683775019568 0.0422832980972516 0.0257532835436518 0 0 0.0733137829912024 0.0564015792442188 0 0.0324675324675325 0 0 0.0326370757180157 0.145454545454545 0 0.0192344681669552 0.0305530094714329 0 0 0 0 0 0.0275330396475771 0 0
"soplo" 0.00838644750083864 0.0634249471458774 0.0257532835436518 0.0606428138265616 0 0 0.0282007896221094 0 0.0162337662337662 0 0 0 0 0.0373831775700935 0 0 0.0462962962962963 0 0 0.100452034153692 0.0648718780408693 0.0275330396475771 0.0481000481000481 0
"torres" 0.0279548250027955 0.0211416490486258 0 0.0606428138265616 0 0 0 0 0.0487012987012987 0.0494559841740851 0.0585480093676815 0.0326370757180157 0.0484848484848485 0 0 0.0305530094714329 0.0154320987654321 0 0 0 0 0 0.0288600288600289 0
"van" 0.0363412725036341 0 0 0 0 0.0366568914956012 0 0.0595238095238095 0 0 0.0292740046838408 0.0326370757180157 0.0242424242424242 0 0.0192344681669552 0 0 0.0663129973474801 0.0773395204949729 0.0502260170768458 0.0324359390204346 0.0275330396475771 0 0
"viejo" 0.0335457900033546 0 0 0 0 0 0 0.0297619047619048 0 0 0 0.0652741514360313 0.0727272727272727 0.0373831775700935 0.0961723408347759 0 0 0 0 0 0.0324359390204346 0.0275330396475771 0 0
"armonía" 0.030750307503075 0 0 0.0606428138265616 0.0300571085061617 0 0 0 0 0 0 0 0 0 0.0577034045008656 0.0305530094714329 0.0154320987654321 0 0.0773395204949729 0.0502260170768458 0.0324359390204346 0 0.0288600288600289 0
"blancos" 0.0279548250027955 0.0211416490486258 0.0257532835436518 0.0606428138265616 0.0300571085061617 0.0733137829912024 0 0 0.0162337662337662 0 0.0292740046838408 0 0.0242424242424242 0 0 0 0.0308641975308642 0 0 0 0 0.0550660792951542 0.0192400192400192 0
"campanas" 0.0167728950016773 0 0 0 0 0.219941348973607 0 0 0.0162337662337662 0 0 0.0326370757180157 0.0242424242424242 0 0.0384689363339104 0 0.123456790123457 0 0 0 0 0 0 0
"convento" 0.00279548250027955 0.0845665961945032 0 0 0 0.0366568914956012 0.0282007896221094 0 0 0 0 0 0.0727272727272727 0 0.134641277168686 0.0611060189428659 0.0925925925925926 0 0 0 0 0 0 0
